id,categoryname,subcategoryname,productname,orderdate,duedate,shipdate,unitprice,discountamount,totalproductcost,productstandardcost,salesamount,taxamt,freight
16837,Accessories,Bottles and Cages,Mountain Bottle Cage,2013-09-14,2013-09-26,2013-09-21,9.99,0.00,3.74,3.74,9.99,0.80,0.25
16838,Accessories,Bottles and Cages,Road Bottle Cage,2013-09-14,2013-09-26,2013-09-21,8.99,0.00,3.36,3.36,8.99,0.72,0.22
16839,Accessories,Bottles and Cages,Water Bottle - 30 oz.,2013-09-14,2013-09-26,2013-09-21,4.99,0.00,1.87,1.87,4.99,0.40,0.12
16840,Accessories,Cleaners,Bike Wash - Dissolver,2013-09-14,2013-09-26,2013-09-21,7.95,0.00,2.97,2.97,7.95,0.64,0.20
16841,Accessories,Fenders,Fender Set - Mountain,2013-09-14,2013-09-26,2013-09-21,21.98,0.00,8.22,8.22,21.98,1.76,0.55
16842,Accessories,Helmets,"Sport-100 Helmet, Black",2013-09-14,2013-09-26,2013-09-21,34.99,0.00,13.09,13.09,34.99,2.80,0.87
16843,Accessories,Helmets,"Sport-100 Helmet, Blue",2013-09-14,2013-09-26,2013-09-21,34.99,0.00,13.09,13.09,34.99,2.80,0.87
16844,Accessories,Helmets,"Sport-100 Helmet, Red",2013-09-14,2013-09-26,2013-09-21,34.99,0.00,13.09,13.09,34.99,2.80,0.87
16845,Accessories,Hydration Packs,Hydration Pack - 70 oz.,2013-09-14,2013-09-26,2013-09-21,54.99,0.00,20.57,20.57,54.99,4.40,1.37
16846,Accessories,Tires and Tubes,HL Mountain Tire,2013-09-14,2013-09-26,2013-09-21,35.00,0.00,13.09,13.09,35.00,2.80,0.88
16847,Accessories,Tires and Tubes,HL Road Tire,2013-09-14,2013-09-26,2013-09-21,32.60,0.00,12.19,12.19,32.60,2.61,0.82
16848,Accessories,Tires and Tubes,LL Mountain Tire,2013-09-14,2013-09-26,2013-09-21,24.99,0.00,9.35,9.35,24.99,2.00,0.62
16849,Accessories,Tires and Tubes,ML Mountain Tire,2013-09-14,2013-09-26,2013-09-21,29.99,0.00,11.22,11.22,29.99,2.40,0.75
16850,Accessories,Tires and Tubes,Mountain Tire Tube,2013-09-14,2013-09-26,2013-09-21,4.99,0.00,1.87,1.87,4.99,0.40,0.12
16851,Accessories,Tires and Tubes,Patch Kit/8 Patches,2013-09-14,2013-09-26,2013-09-21,2.29,0.00,0.86,0.86,2.29,0.18,0.06
16852,Accessories,Tires and Tubes,Road Tire Tube,2013-09-14,2013-09-26,2013-09-21,3.99,0.00,1.49,1.49,3.99,0.32,0.10
16853,Accessories,Tires and Tubes,Touring Tire,2013-09-14,2013-09-26,2013-09-21,28.99,0.00,10.84,10.84,28.99,2.32,0.72
16854,Accessories,Tires and Tubes,Touring Tire Tube,2013-09-14,2013-09-26,2013-09-21,4.99,0.00,1.87,1.87,4.99,0.40,0.12
16855,Bikes,Mountain Bikes,"Mountain-200 Black, 38",2013-09-14,2013-09-26,2013-09-21,2294.99,0.00,1251.98,1251.98,2294.99,183.60,57.37
16856,Bikes,Mountain Bikes,"Mountain-200 Black, 46",2013-09-14,2013-09-26,2013-09-21,2294.99,0.00,1251.98,1251.98,2294.99,183.60,57.37
16857,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",2013-09-14,2013-09-26,2013-09-21,2319.99,0.00,1265.62,1265.62,2319.99,185.60,58.00
16858,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",2013-09-14,2013-09-26,2013-09-21,2319.99,0.00,1265.62,1265.62,2319.99,185.60,58.00
16859,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",2013-09-14,2013-09-26,2013-09-21,2319.99,0.00,1265.62,1265.62,2319.99,185.60,58.00
16860,Bikes,Mountain Bikes,"Mountain-400-W Silver, 40",2013-09-14,2013-09-26,2013-09-21,769.49,0.00,419.78,419.78,769.49,61.56,19.24
16861,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",2013-09-14,2013-09-26,2013-09-21,769.49,0.00,419.78,419.78,769.49,61.56,19.24
16862,Bikes,Mountain Bikes,"Mountain-500 Black, 40",2013-09-14,2013-09-26,2013-09-21,539.99,0.00,294.58,294.58,539.99,43.20,13.50
16863,Bikes,Mountain Bikes,"Mountain-500 Black, 42",2013-09-14,2013-09-26,2013-09-21,539.99,0.00,294.58,294.58,539.99,43.20,13.50
16864,Bikes,Mountain Bikes,"Mountain-500 Silver, 42",2013-09-14,2013-09-26,2013-09-21,564.99,0.00,308.22,308.22,564.99,45.20,14.12
16865,Bikes,Road Bikes,"Road-250 Black, 48",2013-09-14,2013-09-26,2013-09-21,2443.35,0.00,1554.95,1554.95,2443.35,195.47,61.08
16866,Bikes,Road Bikes,"Road-250 Red, 58",2013-09-14,2013-09-26,2013-09-21,2443.35,0.00,1554.95,1554.95,2443.35,195.47,61.08
16867,Bikes,Road Bikes,"Road-350-W Yellow, 40",2013-09-14,2013-09-26,2013-09-21,1700.99,0.00,1082.51,1082.51,1700.99,136.08,42.52
16868,Bikes,Road Bikes,"Road-350-W Yellow, 48",2013-09-14,2013-09-26,2013-09-21,1700.99,0.00,1082.51,1082.51,1700.99,136.08,42.52
16869,Bikes,Road Bikes,"Road-550-W Yellow, 44",2013-09-14,2013-09-26,2013-09-21,1120.49,0.00,713.08,713.08,1120.49,89.64,28.01
16870,Bikes,Road Bikes,"Road-750 Black, 58",2013-09-14,2013-09-26,2013-09-21,539.99,0.00,343.65,343.65,539.99,43.20,13.50
16871,Bikes,Touring Bikes,"Touring-1000 Blue, 50",2013-09-14,2013-09-26,2013-09-21,2384.07,0.00,1481.94,1481.94,2384.07,190.73,59.60
16872,Bikes,Touring Bikes,"Touring-1000 Blue, 60",2013-09-14,2013-09-26,2013-09-21,2384.07,0.00,1481.94,1481.94,2384.07,190.73,59.60
16873,Bikes,Touring Bikes,"Touring-1000 Yellow, 50",2013-09-14,2013-09-26,2013-09-21,2384.07,0.00,1481.94,1481.94,2384.07,190.73,59.60
16874,Bikes,Touring Bikes,"Touring-1000 Yellow, 54",2013-09-14,2013-09-26,2013-09-21,2384.07,0.00,1481.94,1481.94,2384.07,190.73,59.60
16875,Bikes,Touring Bikes,"Touring-1000 Yellow, 60",2013-09-14,2013-09-26,2013-09-21,2384.07,0.00,1481.94,1481.94,2384.07,190.73,59.60
16876,Bikes,Touring Bikes,"Touring-2000 Blue, 54",2013-09-14,2013-09-26,2013-09-21,1214.85,0.00,755.15,755.15,1214.85,97.19,30.37
16877,Bikes,Touring Bikes,"Touring-3000 Blue, 58",2013-09-14,2013-09-26,2013-09-21,742.35,0.00,461.44,461.44,742.35,59.39,18.56
16878,Bikes,Touring Bikes,"Touring-3000 Yellow, 54",2013-09-14,2013-09-26,2013-09-21,742.35,0.00,461.44,461.44,742.35,59.39,18.56
16879,Bikes,Touring Bikes,"Touring-3000 Yellow, 58",2013-09-14,2013-09-26,2013-09-21,742.35,0.00,461.44,461.44,742.35,59.39,18.56
16880,Clothing,Caps,AWC Logo Cap,2013-09-14,2013-09-26,2013-09-21,8.99,0.00,6.92,6.92,8.99,0.72,0.22
16881,Clothing,Gloves,"Half-Finger Gloves, L",2013-09-14,2013-09-26,2013-09-21,24.49,0.00,9.16,9.16,24.49,1.96,0.61
16882,Clothing,Gloves,"Half-Finger Gloves, M",2013-09-14,2013-09-26,2013-09-21,24.49,0.00,9.16,9.16,24.49,1.96,0.61
16883,Clothing,Gloves,"Half-Finger Gloves, S",2013-09-14,2013-09-26,2013-09-21,24.49,0.00,9.16,9.16,24.49,1.96,0.61
16884,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",2013-09-14,2013-09-26,2013-09-21,49.99,0.00,38.49,38.49,49.99,4.00,1.25
16885,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",2013-09-14,2013-09-26,2013-09-21,53.99,0.00,41.57,41.57,53.99,4.32,1.35
16886,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",2013-09-14,2013-09-26,2013-09-21,53.99,0.00,41.57,41.57,53.99,4.32,1.35
16887,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",2013-09-14,2013-09-26,2013-09-21,53.99,0.00,41.57,41.57,53.99,4.32,1.35
16888,Clothing,Shorts,"Women''s Mountain Shorts, L",2013-09-14,2013-09-26,2013-09-21,69.99,0.00,26.18,26.18,69.99,5.60,1.75
16889,Clothing,Shorts,"Women''s Mountain Shorts, M",2013-09-14,2013-09-26,2013-09-21,69.99,0.00,26.18,26.18,69.99,5.60,1.75
16890,Clothing,Vests,"Classic Vest, L",2013-09-14,2013-09-26,2013-09-21,63.50,0.00,23.75,23.75,63.50,5.08,1.59
16891,Accessories,Bike Racks,Hitch Rack - 4-Bike,2013-09-15,2013-09-27,2013-09-22,120.00,0.00,44.88,44.88,120.00,9.60,3.00
16892,Accessories,Bottles and Cages,Mountain Bottle Cage,2013-09-15,2013-09-27,2013-09-22,9.99,0.00,3.74,3.74,9.99,0.80,0.25
16893,Accessories,Bottles and Cages,Road Bottle Cage,2013-09-15,2013-09-27,2013-09-22,8.99,0.00,3.36,3.36,8.99,0.72,0.22
16894,Accessories,Bottles and Cages,Water Bottle - 30 oz.,2013-09-15,2013-09-27,2013-09-22,4.99,0.00,1.87,1.87,4.99,0.40,0.12
16895,Accessories,Cleaners,Bike Wash - Dissolver,2013-09-15,2013-09-27,2013-09-22,7.95,0.00,2.97,2.97,7.95,0.64,0.20
16896,Accessories,Fenders,Fender Set - Mountain,2013-09-15,2013-09-27,2013-09-22,21.98,0.00,8.22,8.22,21.98,1.76,0.55
16897,Accessories,Helmets,"Sport-100 Helmet, Black",2013-09-15,2013-09-27,2013-09-22,34.99,0.00,13.09,13.09,34.99,2.80,0.87
16898,Accessories,Helmets,"Sport-100 Helmet, Blue",2013-09-15,2013-09-27,2013-09-22,34.99,0.00,13.09,13.09,34.99,2.80,0.87
16899,Accessories,Helmets,"Sport-100 Helmet, Red",2013-09-15,2013-09-27,2013-09-22,34.99,0.00,13.09,13.09,34.99,2.80,0.87
16900,Accessories,Hydration Packs,Hydration Pack - 70 oz.,2013-09-15,2013-09-27,2013-09-22,54.99,0.00,20.57,20.57,54.99,4.40,1.37
16901,Accessories,Tires and Tubes,HL Mountain Tire,2013-09-15,2013-09-27,2013-09-22,35.00,0.00,13.09,13.09,35.00,2.80,0.88
16902,Accessories,Tires and Tubes,HL Road Tire,2013-09-15,2013-09-27,2013-09-22,32.60,0.00,12.19,12.19,32.60,2.61,0.82
16903,Accessories,Tires and Tubes,LL Mountain Tire,2013-09-15,2013-09-27,2013-09-22,24.99,0.00,9.35,9.35,24.99,2.00,0.62
16904,Accessories,Tires and Tubes,LL Road Tire,2013-09-15,2013-09-27,2013-09-22,21.49,0.00,8.04,8.04,21.49,1.72,0.54
16905,Accessories,Tires and Tubes,ML Mountain Tire,2013-09-15,2013-09-27,2013-09-22,29.99,0.00,11.22,11.22,29.99,2.40,0.75
16906,Accessories,Tires and Tubes,Mountain Tire Tube,2013-09-15,2013-09-27,2013-09-22,4.99,0.00,1.87,1.87,4.99,0.40,0.12
16907,Accessories,Tires and Tubes,Patch Kit/8 Patches,2013-09-15,2013-09-27,2013-09-22,2.29,0.00,0.86,0.86,2.29,0.18,0.06
16908,Accessories,Tires and Tubes,Road Tire Tube,2013-09-15,2013-09-27,2013-09-22,3.99,0.00,1.49,1.49,3.99,0.32,0.10
16909,Accessories,Tires and Tubes,Touring Tire,2013-09-15,2013-09-27,2013-09-22,28.99,0.00,10.84,10.84,28.99,2.32,0.72
16910,Accessories,Tires and Tubes,Touring Tire Tube,2013-09-15,2013-09-27,2013-09-22,4.99,0.00,1.87,1.87,4.99,0.40,0.12
16911,Bikes,Mountain Bikes,"Mountain-200 Black, 42",2013-09-15,2013-09-27,2013-09-22,2294.99,0.00,1251.98,1251.98,2294.99,183.60,57.37
16912,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",2013-09-15,2013-09-27,2013-09-22,2319.99,0.00,1265.62,1265.62,2319.99,185.60,58.00
16913,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",2013-09-15,2013-09-27,2013-09-22,2319.99,0.00,1265.62,1265.62,2319.99,185.60,58.00
16914,Bikes,Mountain Bikes,"Mountain-400-W Silver, 38",2013-09-15,2013-09-27,2013-09-22,769.49,0.00,419.78,419.78,769.49,61.56,19.24
16915,Bikes,Mountain Bikes,"Mountain-400-W Silver, 40",2013-09-15,2013-09-27,2013-09-22,769.49,0.00,419.78,419.78,769.49,61.56,19.24
16916,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",2013-09-15,2013-09-27,2013-09-22,769.49,0.00,419.78,419.78,769.49,61.56,19.24
16917,Bikes,Road Bikes,"Road-250 Black, 52",2013-09-15,2013-09-27,2013-09-22,2443.35,0.00,1554.95,1554.95,2443.35,195.47,61.08
16918,Bikes,Road Bikes,"Road-250 Black, 58",2013-09-15,2013-09-27,2013-09-22,2443.35,0.00,1554.95,1554.95,2443.35,195.47,61.08
16919,Bikes,Road Bikes,"Road-250 Red, 58",2013-09-15,2013-09-27,2013-09-22,2443.35,0.00,1554.95,1554.95,2443.35,195.47,61.08
16920,Bikes,Road Bikes,"Road-350-W Yellow, 40",2013-09-15,2013-09-27,2013-09-22,1700.99,0.00,1082.51,1082.51,1700.99,136.08,42.52
16921,Bikes,Road Bikes,"Road-350-W Yellow, 44",2013-09-15,2013-09-27,2013-09-22,1700.99,0.00,1082.51,1082.51,1700.99,136.08,42.52
16922,Bikes,Road Bikes,"Road-550-W Yellow, 42",2013-09-15,2013-09-27,2013-09-22,1120.49,0.00,713.08,713.08,1120.49,89.64,28.01
16923,Bikes,Road Bikes,"Road-550-W Yellow, 44",2013-09-15,2013-09-27,2013-09-22,1120.49,0.00,713.08,713.08,1120.49,89.64,28.01
16924,Bikes,Road Bikes,"Road-750 Black, 44",2013-09-15,2013-09-27,2013-09-22,539.99,0.00,343.65,343.65,539.99,43.20,13.50
16925,Bikes,Road Bikes,"Road-750 Black, 48",2013-09-15,2013-09-27,2013-09-22,539.99,0.00,343.65,343.65,539.99,43.20,13.50
16926,Bikes,Road Bikes,"Road-750 Black, 58",2013-09-15,2013-09-27,2013-09-22,539.99,0.00,343.65,343.65,539.99,43.20,13.50
16927,Bikes,Touring Bikes,"Touring-1000 Blue, 50",2013-09-15,2013-09-27,2013-09-22,2384.07,0.00,1481.94,1481.94,2384.07,190.73,59.60
16928,Bikes,Touring Bikes,"Touring-1000 Blue, 54",2013-09-15,2013-09-27,2013-09-22,2384.07,0.00,1481.94,1481.94,2384.07,190.73,59.60
16929,Bikes,Touring Bikes,"Touring-1000 Blue, 60",2013-09-15,2013-09-27,2013-09-22,2384.07,0.00,1481.94,1481.94,2384.07,190.73,59.60
16930,Bikes,Touring Bikes,"Touring-1000 Yellow, 50",2013-09-15,2013-09-27,2013-09-22,2384.07,0.00,1481.94,1481.94,2384.07,190.73,59.60
16931,Bikes,Touring Bikes,"Touring-1000 Yellow, 54",2013-09-15,2013-09-27,2013-09-22,2384.07,0.00,1481.94,1481.94,2384.07,190.73,59.60
16932,Bikes,Touring Bikes,"Touring-1000 Yellow, 60",2013-09-15,2013-09-27,2013-09-22,2384.07,0.00,1481.94,1481.94,2384.07,190.73,59.60
16933,Bikes,Touring Bikes,"Touring-2000 Blue, 54",2013-09-15,2013-09-27,2013-09-22,1214.85,0.00,755.15,755.15,1214.85,97.19,30.37
16934,Bikes,Touring Bikes,"Touring-3000 Blue, 58",2013-09-15,2013-09-27,2013-09-22,742.35,0.00,461.44,461.44,742.35,59.39,18.56
16935,Bikes,Touring Bikes,"Touring-3000 Blue, 62",2013-09-15,2013-09-27,2013-09-22,742.35,0.00,461.44,461.44,742.35,59.39,18.56
16936,Bikes,Touring Bikes,"Touring-3000 Yellow, 44",2013-09-15,2013-09-27,2013-09-22,742.35,0.00,461.44,461.44,742.35,59.39,18.56
16937,Clothing,Caps,AWC Logo Cap,2013-09-15,2013-09-27,2013-09-22,8.99,0.00,6.92,6.92,8.99,0.72,0.22
16938,Clothing,Gloves,"Half-Finger Gloves, L",2013-09-15,2013-09-27,2013-09-22,24.49,0.00,9.16,9.16,24.49,1.96,0.61
16939,Clothing,Gloves,"Half-Finger Gloves, M",2013-09-15,2013-09-27,2013-09-22,24.49,0.00,9.16,9.16,24.49,1.96,0.61
16940,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",2013-09-15,2013-09-27,2013-09-22,49.99,0.00,38.49,38.49,49.99,4.00,1.25
16941,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",2013-09-15,2013-09-27,2013-09-22,49.99,0.00,38.49,38.49,49.99,4.00,1.25
16942,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",2013-09-15,2013-09-27,2013-09-22,53.99,0.00,41.57,41.57,53.99,4.32,1.35
16943,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",2013-09-15,2013-09-27,2013-09-22,53.99,0.00,41.57,41.57,53.99,4.32,1.35
16944,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",2013-09-15,2013-09-27,2013-09-22,53.99,0.00,41.57,41.57,53.99,4.32,1.35
16945,Clothing,Shorts,"Women''s Mountain Shorts, L",2013-09-15,2013-09-27,2013-09-22,69.99,0.00,26.18,26.18,69.99,5.60,1.75
16946,Clothing,Shorts,"Women''s Mountain Shorts, M",2013-09-15,2013-09-27,2013-09-22,69.99,0.00,26.18,26.18,69.99,5.60,1.75
16947,Clothing,Socks,"Racing Socks, L",2013-09-15,2013-09-27,2013-09-22,8.99,0.00,3.36,3.36,8.99,0.72,0.22
16948,Clothing,Vests,"Classic Vest, L",2013-09-15,2013-09-27,2013-09-22,63.50,0.00,23.75,23.75,63.50,5.08,1.59
16949,Clothing,Vests,"Classic Vest, S",2013-09-15,2013-09-27,2013-09-22,63.50,0.00,23.75,23.75,63.50,5.08,1.59
16950,Accessories,Bike Stands,All-Purpose Bike Stand,2013-09-16,2013-09-28,2013-09-23,159.00,0.00,59.47,59.47,159.00,12.72,3.98
16951,Accessories,Bottles and Cages,Mountain Bottle Cage,2013-09-16,2013-09-28,2013-09-23,9.99,0.00,3.74,3.74,9.99,0.80,0.25
16952,Accessories,Bottles and Cages,Water Bottle - 30 oz.,2013-09-16,2013-09-28,2013-09-23,4.99,0.00,1.87,1.87,4.99,0.40,0.12
16953,Accessories,Cleaners,Bike Wash - Dissolver,2013-09-16,2013-09-28,2013-09-23,7.95,0.00,2.97,2.97,7.95,0.64,0.20
16954,Accessories,Fenders,Fender Set - Mountain,2013-09-16,2013-09-28,2013-09-23,21.98,0.00,8.22,8.22,21.98,1.76,0.55
16955,Accessories,Helmets,"Sport-100 Helmet, Black",2013-09-16,2013-09-28,2013-09-23,34.99,0.00,13.09,13.09,34.99,2.80,0.87
16956,Accessories,Helmets,"Sport-100 Helmet, Blue",2013-09-16,2013-09-28,2013-09-23,34.99,0.00,13.09,13.09,34.99,2.80,0.87
16957,Accessories,Helmets,"Sport-100 Helmet, Red",2013-09-16,2013-09-28,2013-09-23,34.99,0.00,13.09,13.09,34.99,2.80,0.87
16958,Accessories,Hydration Packs,Hydration Pack - 70 oz.,2013-09-16,2013-09-28,2013-09-23,54.99,0.00,20.57,20.57,54.99,4.40,1.37
16959,Accessories,Tires and Tubes,HL Mountain Tire,2013-09-16,2013-09-28,2013-09-23,35.00,0.00,13.09,13.09,35.00,2.80,0.88
16960,Accessories,Tires and Tubes,HL Road Tire,2013-09-16,2013-09-28,2013-09-23,32.60,0.00,12.19,12.19,32.60,2.61,0.82
16961,Accessories,Tires and Tubes,LL Mountain Tire,2013-09-16,2013-09-28,2013-09-23,24.99,0.00,9.35,9.35,24.99,2.00,0.62
16962,Accessories,Tires and Tubes,LL Road Tire,2013-09-16,2013-09-28,2013-09-23,21.49,0.00,8.04,8.04,21.49,1.72,0.54
16963,Accessories,Tires and Tubes,ML Mountain Tire,2013-09-16,2013-09-28,2013-09-23,29.99,0.00,11.22,11.22,29.99,2.40,0.75
16964,Accessories,Tires and Tubes,ML Road Tire,2013-09-16,2013-09-28,2013-09-23,24.99,0.00,9.35,9.35,24.99,2.00,0.62
16965,Accessories,Tires and Tubes,Mountain Tire Tube,2013-09-16,2013-09-28,2013-09-23,4.99,0.00,1.87,1.87,4.99,0.40,0.12
16966,Accessories,Tires and Tubes,Patch Kit/8 Patches,2013-09-16,2013-09-28,2013-09-23,2.29,0.00,0.86,0.86,2.29,0.18,0.06
16967,Accessories,Tires and Tubes,Road Tire Tube,2013-09-16,2013-09-28,2013-09-23,3.99,0.00,1.49,1.49,3.99,0.32,0.10
16968,Accessories,Tires and Tubes,Touring Tire,2013-09-16,2013-09-28,2013-09-23,28.99,0.00,10.84,10.84,28.99,2.32,0.72
16969,Accessories,Tires and Tubes,Touring Tire Tube,2013-09-16,2013-09-28,2013-09-23,4.99,0.00,1.87,1.87,4.99,0.40,0.12
16970,Bikes,Mountain Bikes,"Mountain-200 Black, 46",2013-09-16,2013-09-28,2013-09-23,2294.99,0.00,1251.98,1251.98,2294.99,183.60,57.37
16971,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",2013-09-16,2013-09-28,2013-09-23,2319.99,0.00,1265.62,1265.62,2319.99,185.60,58.00
16972,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",2013-09-16,2013-09-28,2013-09-23,2319.99,0.00,1265.62,1265.62,2319.99,185.60,58.00
16973,Bikes,Mountain Bikes,"Mountain-400-W Silver, 40",2013-09-16,2013-09-28,2013-09-23,769.49,0.00,419.78,419.78,769.49,61.56,19.24
16974,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",2013-09-16,2013-09-28,2013-09-23,769.49,0.00,419.78,419.78,769.49,61.56,19.24
16975,Bikes,Mountain Bikes,"Mountain-500 Black, 40",2013-09-16,2013-09-28,2013-09-23,539.99,0.00,294.58,294.58,539.99,43.20,13.50
16976,Bikes,Mountain Bikes,"Mountain-500 Black, 52",2013-09-16,2013-09-28,2013-09-23,539.99,0.00,294.58,294.58,539.99,43.20,13.50
16977,Bikes,Road Bikes,"Road-250 Black, 48",2013-09-16,2013-09-28,2013-09-23,2443.35,0.00,1554.95,1554.95,2443.35,195.47,61.08
16978,Bikes,Road Bikes,"Road-250 Red, 58",2013-09-16,2013-09-28,2013-09-23,2443.35,0.00,1554.95,1554.95,2443.35,195.47,61.08
16979,Bikes,Road Bikes,"Road-350-W Yellow, 42",2013-09-16,2013-09-28,2013-09-23,1700.99,0.00,1082.51,1082.51,1700.99,136.08,42.52
16980,Bikes,Road Bikes,"Road-350-W Yellow, 44",2013-09-16,2013-09-28,2013-09-23,1700.99,0.00,1082.51,1082.51,1700.99,136.08,42.52
16981,Bikes,Road Bikes,"Road-350-W Yellow, 48",2013-09-16,2013-09-28,2013-09-23,1700.99,0.00,1082.51,1082.51,1700.99,136.08,42.52
16982,Bikes,Road Bikes,"Road-550-W Yellow, 42",2013-09-16,2013-09-28,2013-09-23,1120.49,0.00,713.08,713.08,1120.49,89.64,28.01
16983,Bikes,Road Bikes,"Road-550-W Yellow, 44",2013-09-16,2013-09-28,2013-09-23,1120.49,0.00,713.08,713.08,1120.49,89.64,28.01
16984,Bikes,Road Bikes,"Road-550-W Yellow, 48",2013-09-16,2013-09-28,2013-09-23,1120.49,0.00,713.08,713.08,1120.49,89.64,28.01
16985,Bikes,Road Bikes,"Road-750 Black, 48",2013-09-16,2013-09-28,2013-09-23,539.99,0.00,343.65,343.65,539.99,43.20,13.50
16986,Bikes,Road Bikes,"Road-750 Black, 52",2013-09-16,2013-09-28,2013-09-23,539.99,0.00,343.65,343.65,539.99,43.20,13.50
16987,Bikes,Road Bikes,"Road-750 Black, 58",2013-09-16,2013-09-28,2013-09-23,539.99,0.00,343.65,343.65,539.99,43.20,13.50
16988,Bikes,Touring Bikes,"Touring-1000 Blue, 46",2013-09-16,2013-09-28,2013-09-23,2384.07,0.00,1481.94,1481.94,2384.07,190.73,59.60
16989,Bikes,Touring Bikes,"Touring-1000 Blue, 60",2013-09-16,2013-09-28,2013-09-23,2384.07,0.00,1481.94,1481.94,2384.07,190.73,59.60
16990,Bikes,Touring Bikes,"Touring-1000 Yellow, 46",2013-09-16,2013-09-28,2013-09-23,2384.07,0.00,1481.94,1481.94,2384.07,190.73,59.60
16991,Bikes,Touring Bikes,"Touring-1000 Yellow, 50",2013-09-16,2013-09-28,2013-09-23,2384.07,0.00,1481.94,1481.94,2384.07,190.73,59.60
16992,Bikes,Touring Bikes,"Touring-2000 Blue, 54",2013-09-16,2013-09-28,2013-09-23,1214.85,0.00,755.15,755.15,1214.85,97.19,30.37
16993,Clothing,Caps,AWC Logo Cap,2013-09-16,2013-09-28,2013-09-23,8.99,0.00,6.92,6.92,8.99,0.72,0.22
16994,Clothing,Gloves,"Half-Finger Gloves, L",2013-09-16,2013-09-28,2013-09-23,24.49,0.00,9.16,9.16,24.49,1.96,0.61
16995,Clothing,Gloves,"Half-Finger Gloves, M",2013-09-16,2013-09-28,2013-09-23,24.49,0.00,9.16,9.16,24.49,1.96,0.61
16996,Clothing,Gloves,"Half-Finger Gloves, S",2013-09-16,2013-09-28,2013-09-23,24.49,0.00,9.16,9.16,24.49,1.96,0.61
16997,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",2013-09-16,2013-09-28,2013-09-23,49.99,0.00,38.49,38.49,49.99,4.00,1.25
16998,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",2013-09-16,2013-09-28,2013-09-23,53.99,0.00,41.57,41.57,53.99,4.32,1.35
16999,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",2013-09-16,2013-09-28,2013-09-23,53.99,0.00,41.57,41.57,53.99,4.32,1.35
17000,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",2013-09-16,2013-09-28,2013-09-23,53.99,0.00,41.57,41.57,53.99,4.32,1.35
17001,Clothing,Shorts,"Women''s Mountain Shorts, L",2013-09-16,2013-09-28,2013-09-23,69.99,0.00,26.18,26.18,69.99,5.60,1.75
17002,Clothing,Shorts,"Women''s Mountain Shorts, M",2013-09-16,2013-09-28,2013-09-23,69.99,0.00,26.18,26.18,69.99,5.60,1.75
17003,Clothing,Shorts,"Women''s Mountain Shorts, S",2013-09-16,2013-09-28,2013-09-23,69.99,0.00,26.18,26.18,69.99,5.60,1.75
17004,Clothing,Socks,"Racing Socks, L",2013-09-16,2013-09-28,2013-09-23,8.99,0.00,3.36,3.36,8.99,0.72,0.22
17005,Clothing,Vests,"Classic Vest, L",2013-09-16,2013-09-28,2013-09-23,63.50,0.00,23.75,23.75,63.50,5.08,1.59
17006,Clothing,Vests,"Classic Vest, M",2013-09-16,2013-09-28,2013-09-23,63.50,0.00,23.75,23.75,63.50,5.08,1.59
17007,Accessories,Bike Racks,Hitch Rack - 4-Bike,2013-09-17,2013-09-29,2013-09-24,120.00,0.00,44.88,44.88,120.00,9.60,3.00
17008,Accessories,Bottles and Cages,Mountain Bottle Cage,2013-09-17,2013-09-29,2013-09-24,9.99,0.00,3.74,3.74,9.99,0.80,0.25
17009,Accessories,Bottles and Cages,Road Bottle Cage,2013-09-17,2013-09-29,2013-09-24,8.99,0.00,3.36,3.36,8.99,0.72,0.22
17010,Accessories,Bottles and Cages,Water Bottle - 30 oz.,2013-09-17,2013-09-29,2013-09-24,4.99,0.00,1.87,1.87,4.99,0.40,0.12
17011,Accessories,Cleaners,Bike Wash - Dissolver,2013-09-17,2013-09-29,2013-09-24,7.95,0.00,2.97,2.97,7.95,0.64,0.20
17012,Accessories,Fenders,Fender Set - Mountain,2013-09-17,2013-09-29,2013-09-24,21.98,0.00,8.22,8.22,21.98,1.76,0.55
